record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.1109/jphot.2013.2250939,10.1109/jphot.2013.2250939,https://openalex.org/W1979780893,Accurate Modeling and Design of Graded-Index Fiber Probes for Optical Coherence Tomography Using the Beam Propagation Method,Dirk Lorenser; Xiaojie Yang; David D. Sampson,2013,article,IEEE photonics journal,46,Q04,no
10.1109/jphot.2019.2916084,10.1109/jphot.2019.2916084,https://openalex.org/W2944510146,Highly Stable White Light-Emitting Diodes Based on Quantum-Dots Dispersed Into the Backlight Lens for Display Backlight,Xin Yang; Xuyan Lan; Yu-Sheng Liu; Hui-Yu Yang; Yi Li; Shu-Wen Zheng; Yong Zhang,2019,article,IEEE photonics journal,6,Q05,no
10.1109/jphot.2021.3136677,10.1109/jphot.2021.3136677,https://openalex.org/W4205362700,Reflective SFT-FBG Hybrid Micro-Probe for Simultaneous Measurement of Relative Humidity and Temperature,Zhankun Lv; Panpan Niu; Junfeng Jiang; Shuang Wang; Yize Liu; Tiegen Liu,2021,article,IEEE photonics journal,10,Q04,no
10.1109/jsen.2026.3668044,10.1109/jsen.2026.3668044,https://openalex.org/W7133333961,Integration of the Phase Shift Method Into Intensity-Modulated Optical Sensors for Extended-Range Distance Measurements in Aircraft Engines,Gotzon Aldabaldetreku; Gaizka Durana; Josu Amorebieta; Joseba Zubía; Gorka Goikoetxea Zubia; David Novoa,2026,article,IEEE Sensors Journal,1,Q12,no
10.1109/jstars.2021.3117123,10.1109/jstars.2021.3117123,https://openalex.org/W3204222356,Thermal Vacuum Cold Target for the Metop SG MicroWave Imager,Giuseppe Virone; Giuseppe Addamo; Ada Vittoria Bosisio; M. Zannoni; L. Valenziano; Davide Rizzo; P. G. Radaelli,2021,article,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,20,Q05,no
10.1109/lgrs.2015.2410788,10.1109/lgrs.2015.2410788,https://openalex.org/W1965220079,Design of a New Multispectral Waveform LiDAR Instrument to Monitor Vegetation,Zheng Niu; Zhigang Xu; Gang Sun; Wenjiang Huang; Wang Li; Mingbo Feng; Wang Li; Wenbin He; Shuai Gao,2015,article,IEEE Geoscience and Remote Sensing Letters,54,Q04,no
10.1109/lra.2025.3527306,10.1109/lra.2025.3527306,https://openalex.org/W4406158058,GelBelt: A Vision-Based Tactile Sensor for Continuous Sensing of Large Surfaces,Mohammad Amin Mirzaee; Hung-Jui Huang; Wenzhen Yuan,2025,article,IEEE Robotics and Automation Letters,12,Q05,no
10.1109/metroaerospace.2018.8453515,10.1109/metroaerospace.2018.8453515,https://openalex.org/W2890176663,Performance comparison among three optical fibre-based displacement sensors for Blade Tip Clearance measurements,Rubén Fernández; Josu Amorebieta; Gaizka Durana; Josu Beloki; Joseba Zubía,2018,conference-paper,,2,Q12,yes
10.1109/tec.2011.2176129,10.1109/tec.2011.2176129,https://openalex.org/W2159577749,Reliability-Centered Maintenance for Wind Turbines Based on Statistical Analysis and Practical Experience,Katharina Fischer; François Besnard; Lina Bertling Tjernberg,2011,article,IEEE Transactions on Energy Conversion,216,Q08,no
10.1109/tim.2022.3221115,10.1109/tim.2022.3221115,https://openalex.org/W4312647777,Hyperspectral Vision Based Probe for In Situ Corrosion Monitoring in Saline Environments,Maria Merin Antony; C. S. Suchand Sandeep; Hoong-Ta Lim; Murukeshan Vadakke Matham,2022,article,IEEE Transactions on Instrumentation and Measurement,12,Q08,no
10.1109/tim.2024.3441017,10.1109/tim.2024.3441017,https://openalex.org/W4401453648,Sensing Technologies for Guidance During Needle-Based Interventions,Zhuoqi Cheng; Maria Koskinopoulou; Sophia Bano; Danail Stoyanov; Thiusius Rajeeth Savarimuthu; Leonardo S. Mattos,2024,article,IEEE Transactions on Instrumentation and Measurement,10,Q10,no
10.1109/tim.2025.3596987,10.1109/tim.2025.3596987,https://openalex.org/W4413120738,Development and Testing of an On-Machine Measurement System for Shape Error of Deep-Hole Parts Based on Electromagnetic Acoustic Wall Thickness Method,Minghui Yan; Ci Song; Yonghao Qian; Pai Wang; Qing Xu; Tao Chen; Zhibing Liu,2025,article,IEEE Transactions on Instrumentation and Measurement,0,Q02,yes
10.1109/tmrb.2021.3123672,10.1109/tmrb.2021.3123672,https://openalex.org/W3210243251,A Focus Control System Based on Varifocal Mirror for CO<sub>2</sub> Fiber-Coupled Laser Surgery,André Geraldes; Paolo Fiorini; Leonardo S. Mattos,2021,article,IEEE Transactions on Medical Robotics and Bionics,4,Q09,no
10.1109/tpami.2020.3046467,10.1109/tpami.2020.3046467,https://openalex.org/W3116323143,Perspective Camera Model With Refraction Correction for Optical Velocimetry Measurements in Complex Geometries,Gerardo Paolillo; Tommaso Astarita,2020,article,IEEE Transactions on Pattern Analysis and Machine Intelligence,15,Q11,no
10.1109/transducers.2015.7180841,10.1109/transducers.2015.7180841,https://openalex.org/W4232868320,Table of contents,,2015,paratext,,0,Q03,no
10.1111/1751-7915.13346,10.1111/1751-7915.13346,https://openalex.org/W2907811476,Isolation and characterization of different promising fungi for biological waste management of polyurethanes,Audrey Magnin; Lucie Hoornaert; Éric Pollet; Stéphanie Laurichesse; Vincent Phalip; Luc Avérous,2018,article,Microbial Biotechnology,111,Q09,no
10.1111/aor.14766,10.1111/aor.14766,https://openalex.org/W4396706281,In vitro study on device‐induced damage to blood cellular components and degradation of von Willebrand factor in a <scp>CentriMag</scp> pump‐assisted circulation,Shigang Wang; Wenji Sun; Dong Han; Kiersten P. Clark; Bartley P. Griffith; Zhongjun J. Wu,2024,article,Artificial Organs,6,Q12,no
10.1111/ocr.12768,10.1111/ocr.12768,https://openalex.org/W4391947032,Efficacy of microchips and <scp>3D</scp> sensors for orthodontic force measurement: A systematic review of in vitro studies,Carlos M. Ardila; Daniel Arrubla-Escobar; Annie Marcela Vivares‐Builes,2024,review,Orthodontics and Craniofacial Research,6,Q05,no
10.1111/php.12560,10.1111/php.12560,https://openalex.org/W2273973448,Fiber‐Optic Probes for Small‐Scale Measurements of Scalar Irradiance,Lars Fledelius Rickelt; Mads Lichtenberg; Erik Trampe; Michael Kühl,2015,article,Photochemistry and Photobiology,32,Q04,no
10.1111/php.13219,10.1111/php.13219,https://openalex.org/W3003160777,Light Sources and Dosimetry Techniques for Photodynamic Therapy,Michele M. Kim; Arash Darafsheh,2020,article,Photochemistry and Photobiology,442,Q04,no
10.1111/vsu.14223,10.1111/vsu.14223,https://openalex.org/W4409958616,Cadaveric evaluation of bronchial blockade using the Coda vascular catheter placed under Borescope guidance,Adrien Aertsens; Megan R. MacRae; Jean‐Sébastien Palerme,2025,article,Veterinary Surgery,0,Q08,yes
10.1115/1.1454101,10.1115/1.1454101,https://openalex.org/W1989558428,Analysis of a Torsional Fluid Film Vibrator,Claudiu Valentin Suciu; T. Iwatsubo; Mircea D. Pascovici,2002,article,Journal of Tribology,3,Q02,no
10.1115/1.3230742,10.1115/1.3230742,https://openalex.org/W2043078529,Laser-Optical Blade Tip Clearance Measurement System,J. P. Barranger; Maureen Ford,1981,article,Journal of Engineering for Power,2,Q12,yes
10.1115/1.4000489,10.1115/1.4000489,https://openalex.org/W2160082419,Investigation of Blade Tip Interaction With Casing Treatment in a Transonic Compressor—Part I: Particle Image Velocimetry,Melanie Voges; Rainer Schnell; Christian Willert; Reinhard Mönig; Martin W. Müller; Carsten Zscherp,2010,article,Journal of Turbomachinery,25,Q12,no
10.1115/1.4041480,10.1115/1.4041480,https://openalex.org/W2891334146,Three-Dimensional Inner Surface Inspection System Based on Circle-Structured Light,Ye Zhu; Lianpo Wang; Yonggang Gu; Songlin Bi; Zhai Chao; Baoyang Jiang; Jun Ni,2018,article,Journal of Manufacturing Science and Engineering,32,Q05,yes
10.1115/1.4045087,10.1115/1.4045087,https://openalex.org/W2969777084,An Advanced Single-Stage Turbine Facility for Investigating Nonaxisymmetric Contoured Endwalls in the Presence of Purge Flow,Robin R. Jones; Oliver J. Pountney; Bjorn L. Cleton; Liam E. Wood; B. Deneys J. Schreiner; A. J. Carvalho Figueiredo; James A. Scobie; David Cleaver; Gary D. Lock; Carl M. Sangan,2019,article,Journal of Engineering for Gas Turbines and Power,27,Q08,no
10.1115/1.4049354,10.1115/1.4049354,https://openalex.org/W4205524089,Development of Experimental and Numerical Methods for the Analysis of Active Clearance Control Systems1,Riccardo Da Soghe; Lorenzo Mazzei; Lorenzo Tarchi; Lorenzo Cocchi; Alessio Picchi; Bruno Facchini; Laurent Descamps; Julian Girardeau; Matthieu Simon,2020,article,Journal of Engineering for Gas Turbines and Power,9,Q12,no
10.1115/1.4049363,10.1115/1.4049363,https://openalex.org/W3116312635,Uniaxial High-Speed Microscale Three-Dimensional Surface Topographical Measurements Using Fringe Projection,Yi Zheng; Beiwen Li,2020,article,Journal of Micro and Nano-Manufacturing,1,Q02,no
10.1115/1.4050597,10.1115/1.4050597,https://openalex.org/W4252020044,Effect of Reynolds Number on Five-Hole Probe Performance: Experimental Study of the Open-Access Oxford Probe,Maximilian Passmann; Stefan aus der Wiesche; Thomas Povey; Detlef Bergmann,2021,article,Journal of Turbomachinery,9,Q12,yes
10.1115/1.4052690,10.1115/1.4052690,https://openalex.org/W4232010306,Vortex Tracking of Purge-Mainstream Interactions in a Rotating Turbine Stage,Alex W. Mesny; Mark A. Glozier; Oliver J. Pountney; James A. Scobie; Yan Sheng Li; David Cleaver; Carl M. Sangan,2021,article,Journal of Turbomachinery,8,Q08;Q12,no
10.1115/1.4055363,10.1115/1.4055363,https://openalex.org/W4293175821,Blisk With Small Geometry Mistuning and Blend Repair: As-Measured Finite Element Model and Experimental Verification,Biao Zhou; Jingchao Zhao; Nan Ye; Teresa Maria Berruti,2022,article,Journal of Engineering for Gas Turbines and Power,4,Q08,no
10.1115/1.4063886,10.1115/1.4063886,https://openalex.org/W4388186780,Robust Tip Gap Measurements: A Universal In-Situ Dynamic Calibration and Demonstration in a Two-Stage High-Speed Turbine,Antonio Castillo Sauca; Guillermo Paniagua,2023,article,Journal of Engineering for Gas Turbines and Power,1,Q12,no
10.1115/1.4064330,10.1115/1.4064330,https://openalex.org/W4390013377,Understanding Inconsistencies in Thermohydraulic Characteristics Between Experimental and Numerical Data for DI Water Flow Through a Rectangular Microchannel,Mark Schepperle; Nima Samkhaniani; Mirco Magnini; Peter Woias; Alexander Stroh,2023,article,ASME Journal of Heat and Mass Transfer,6,Q02,no
10.1115/1.4064843,10.1115/1.4064843,https://openalex.org/W4392166108,Purge–Mainstream Interactions in a Turbine Stage With Rotor Endwall Contouring,Alex W. Mesny; Oliver J. Pountney; James A. Scobie; Yan Sheng Li; Carl M. Sangan,2024,article,Journal of Turbomachinery,5,Q08,no
10.1115/1.4068203,10.1115/1.4068203,https://openalex.org/W4408468366,High-Speed Rotating High-Pressure Turbine Blade Thermal Imaging of a Full-Scale Cooled 1 + 1/2 Stage Turbine in a Short Duration Transient Test Facility,Richard Anthony; Neil Vanasse; S. W. McClaren,2025,article,Journal of Turbomachinery,4,Q08,no
10.1115/78-gt-164,10.1115/78-gt-164,https://openalex.org/W2057108513,Turbine Blade Tip Clearance Measurement Utilizing Borescope Photography,A. L. Chandler; A. R. Finkelstein,1978,conference-paper,Volume 1B: General,2,Q08,yes
10.1115/90-gt-091,10.1115/90-gt-091,https://openalex.org/W1973718957,Measuring Rotor and Blade Dynamics Using an Optical Blade Tip Sensor,Harold R. Simmons; Douglas L. Michalsky; Kenneth E. Brewer; Anthony J. Smalley,1990,conference-paper,,14,Q12,no
10.1115/97-gt-342,10.1115/97-gt-342,https://openalex.org/W2038282064,Laser Anemometer Measurements of the Flow Field in a 4:1 Pressure Ratio Centrifugal Impeller,Gary J. Skoch; Patricia S. Prahst; Mark P. Wernet; J. R. Wood; A. J. Strazisar,1997,conference-paper,Volume 1: Aircraft Engine; Marine; Turbomachinery; Microturbines and Small Turbomachinery,86,Q12,no
10.1115/99-gt-310,10.1115/99-gt-310,https://openalex.org/W2065789232,Simultaneous Optical Measurements of Axial and Tangential Steady-State Blade Deflections,Anatole P. Kurkov; Harbans S. Dhadwal,1999,conference-paper,"Volume 4: Manufacturing Materials and Metallurgy; Ceramics; Structures and Dynamics; Controls, Diagnostics and Instrumentation; Education; IGTI Scholar Award; General",7,Q12,no
10.1115/esda2012-82453,10.1115/esda2012-82453,https://openalex.org/W1978752054,Tri-Dimensional Optical Inspection Based on Flexible Image Guide: First Step Toward 3D Industrial Endoscopy,Erwan Dupont; Frédéric Lamarque; Christine Prelle; Tanneguy Redarce,2012,conference-paper,,5,Q05,no
10.1115/fedsm2003-45607,10.1115/fedsm2003-45607,https://openalex.org/W2025214415,Application of a Split-Fiber Probe to Velocity Measurement in the NASA Research Compressor,J. Lepicovsky,2003,conference-paper,,5,Q04,no
10.1115/gt2004-54324,10.1115/gt2004-54324,https://openalex.org/W2129026488,Sensor Needs for Control and Health Management of Intelligent Aircraft Engines,Donald L. Simon; Sanjay Garg; Gary W. Hunter; Ten-Huei Guo; Kenneth Semega,2004,conference-paper,,52,Q12,no
10.1115/gt2008-50210,10.1115/gt2008-50210,https://openalex.org/W4253283793,Investigation of Blade Tip Interaction With Casing Treatment in a Transonic Compressor: Part 1—Particle Image Velocimetry,Melanie Voges; Rainer Schnell; Christian Willert; R. Mo ̈nig; M. W. Mu ̈ller; Carsten Zscherp,2008,conference-paper,,3,Q12,no
10.1115/gt2010-22685,10.1115/gt2010-22685,https://openalex.org/W2012286636,Sensor and Actuator Needs for More Intelligent Gas Turbine Engines,Sanjay Garg; K. SCHADOW; Wolfgang Horn; Hugo Pfoertner; Ion Stiharu,2010,conference-paper,"Volume 3: Controls, Diagnostics and Instrumentation; Cycle Innovations; Marine",32,Q12,no
10.1115/gt2012-69540,10.1115/gt2012-69540,https://openalex.org/W2044744765,Monitoring of Blade Vibrations and Tip Clearance at Non-Metallic Rotors in Turbo Machines,Florian Dreier; Thorsten Pfister; Jürgen Czarske,2012,conference-paper,,3,Q12,no
10.1115/gt2016-56931,10.1115/gt2016-56931,https://openalex.org/W2521580615,Investigation on the Turbine Blade Tip Clearance Monitoring Based on Eddy Current Pulse-Trigger Method,Weimin Wang; Huajin Shao; Lifang Chen; Huibin Song,2016,conference-paper,,5,Q12,no
10.1115/gt2019-91361,10.1115/gt2019-91361,https://openalex.org/W2980240224,"Theoretical and Experimental Investigation of a Small-Scale, High-Speed, and Oil-Free Radial Anode Off-Gas Recirculation Fan for Solid Oxide Fuel Cell Systems",Patrick H. Wagner; Jan Van herle; Jürg Schiffmann,2019,conference-paper,"Volume 8: Microturbines, Turbochargers and Small Turbomachines; Steam Turbines",5,Q12,no
10.1115/gt2020-15403,10.1115/gt2020-15403,https://openalex.org/W3120031498,Blade Tip Clearance Measurement Systems for High Speed Turbomachinery Applications and the Potential for Blade Tip Timing Applications,Jack David Stubbs; Muhammad Arslan Shahid,2020,conference-paper,,7,Q12,yes
10.1115/gt2020-15804,10.1115/gt2020-15804,https://openalex.org/W3115629514,Theoretical and Experimental Investigation of a 34 Watt Radial-Inflow Steam Turbine With Partial-Admission,Patrick H. Wagner; Jan Van herle; Jürg Schiffmann,2020,conference-paper,,0,Q12,no
10.1115/gt2021-59701,10.1115/gt2021-59701,https://openalex.org/W3196235493,Vortex Tracking of Purge-Mainstream Interactions in a Rotating Turbine Stage,Alex W. Mesny; Mark A. Glozier; Oliver J. Pountney; James A. Scobie; Yan Sheng Li; David Cleaver; Carl M. Sangan,2021,conference-paper,,1,Q08;Q12,no
10.1115/gt2024-128430,10.1115/gt2024-128430,https://openalex.org/W4401939858,High Speed Rotating HPT Blade Thermal Imaging of a Full Scale Cooled 1+1/2 Stage Turbine in a Short Duration Transient Test Facility,Richard Anthony; Neil Vanasse; S. W. McClaren,2024,conference-paper,,2,Q08,no
10.1115/gt2024-129413,10.1115/gt2024-129413,https://openalex.org/W4401981123,A New Experimental Facility for the Study of Blade Tip Rubs at Engine Relevant Temperatures,Noah Broski; Christopher Keener; Theodore Loizos; Ronald Mathison; Kiran D’Souza; Thomas Kasprow; Agnieszka M. Wusatowska-Sarnek,2024,conference-paper,,1,Q12,no
10.1115/imece2018-87414,10.1115/imece2018-87414,https://openalex.org/W2909343885,Simulating Eddy Current Sensors in Blade Tip Timing Application: Modeling and Experimental Validation,Nidhal Jamia; Michael I. Friswell; S. El-Borgi; Prakash Rajendran,2018,conference-paper,,1,Q12,no
10.1115/msec2020-8303,10.1115/msec2020-8303,https://openalex.org/W3123675974,Uniaxial High-Speed Micro-Scale 3D Surface Topographical Measurements Using Fringe Projection,Yi Zheng; Beiwen Li,2020,conference-paper,Volume 2: Manufacturing Processes; Manufacturing Systems; Nano/Micro/Meso Manufacturing; Quality and Reliability,1,Q02,no
10.1117/1.1483314,10.1117/1.1483314,https://openalex.org/W2142012730,Fiber optic probe for polarized reflectance spectroscopy in vivo: Design and performance,Alexey V. Myakov; Linda T. Nieman; Lorenz Wicky; Urs Utzinger; Rebecca Richards‐Kortum; Konstantin Sokolov,2002,article,Journal of Biomedical Optics,70,Q04,no
10.1117/1.1915488,10.1117/1.1915488,https://openalex.org/W2118822995,Ex vivo detection and characterization of early dental caries by optical coherence tomography and Raman spectroscopy,Alex C.‐T. Ko; Lin‐P'ing Choo‐Smith; Mark Hewko; Lorenzo Leonardi; Michael G. Sowa; Cecilia Dong; Peter Williams; Blaine Cleghorn,2005,article,Journal of Biomedical Optics,141,Q04,no
10.1117/1.1921907,10.1117/1.1921907,https://openalex.org/W1987132175,In vivo determination of optical properties of normal and tumor tissue with white light reflectance and an empirical light transport model during endoscopy,Paulo R. Bargo; Scott A. Prahl; Thomas Goodell; R. A. Sleven; G. D. Koval; G. R. Blair; Steven L. Jacques,2005,article,Journal of Biomedical Optics,200,Q04,no
10.1117/1.1928050,10.1117/1.1928050,https://openalex.org/W2014599678,Biochemical differences in tumorigenic and nontumorigenic cells measured by Raman and infrared spectroscopy,Judith R. Mourant; Kurt W. Short; S.G. Carpenter; Nagapratima Kunapareddy; Leslie Coburn; Tamara M. Powers; James P. Freyer,2005,article,Journal of Biomedical Optics,75,Q04,no
